threshold,n_border,frac_border,mean_positive,n_regions_with_border,centroid_x,centroid_y,spread_x,spread_y
0.01,171638,0.2658329990505854,1.3614110190951598,28,3601.2762150572717,3559.309004998893,2345.919041111479,2623.798548738958
0.1,85323,0.13214829453846524,1.1477447143315145,28,3650.477034328376,3631.195117377495,2357.6233031000875,2632.3527805560198
0.25,41652,0.06451063328898601,1.0654414623153636,28,3669.000960338039,3642.044007490637,2372.6584541025486,2643.9710893643964
0.4,12610,0.019530372749786654,1.017945949964455,26,3695.1872323552734,3647.578905630452,2376.7046468474173,2636.439912377529
0.49,898,0.00139082273824809,0.9944429042485143,26,3584.0579064587973,3528.075723830735,2320.660923394119,2584.837960408935
