threshold_low,threshold_high,jaccard_border_cells,pearson_enrichment,spearman_enrichment
0.01,0.1,0.5005711472181191,0.9288931452126744,0.9960474308300393
0.1,0.25,0.4761670568331596,0.9995928062196988,0.9910408432147563
0.25,0.4,0.330840735385251,0.9309101285477123,0.9848484848484849
0.4,0.49,0.07155344655344656,0.7670598336770154,0.858893280632411
