threshold,cell_type,n_total,n_border,prop_of_border,prop_of_type_border,global_prop,log2_enrichment
0.25,Bcatenin+ Tumor,40647,3248,0.006996546962813611,0.07990749624818559,0.008098368670926743,-0.21098821589257963
0.25,CD163+ CD206+ Macrophage,215013,25593,0.0551301189714559,0.1190300121388009,0.042838451621078355,0.3639343718890213
0.25,CD4+ T,195030,20619,0.04441557938000427,0.10572219658514075,0.038857107336109496,0.1928873005067421
0.25,CD4+ Treg,24042,2691,0.005796708090188248,0.11192912403294235,0.004790045503639155,0.2751944230137568
0.25,CD56+ Tumor,87928,9838,0.021192127161379404,0.11188699845327996,0.01751847271624589,0.2746513869783964
0.25,CD68+ Macrophage,96998,10638,0.02291541459064384,0.10967236437864698,0.019325548363779668,0.24580902450157216
0.25,CD73+ Stromal,69695,4035,0.008691830971352501,0.05789511442714686,0.013885792420602734,-0.6758774236624806
0.25,CD8+ T,70588,7120,0.015337258120453483,0.10086700289000963,0.014063710673441508,0.12506328724911472
0.25,DC,256280,28891,0.06223437139859854,0.11273216794131419,0.05106034696250906,0.28550823981567797
0.25,EZH2+ Ki67+ Tumor,58421,6749,0.0145380835751321,0.11552352749867342,0.011639599383083898,0.320795675781194
0.25,EZH2+ Tumor,111642,11060,0.023824448709580833,0.09906665950090468,0.02224316862645714,0.09908050643859932
0.25,Endothelial,197444,19886,0.042836617272940726,0.10071716537347299,0.03933806440481363,0.12291858186810442
0.25,Epithelial,358688,7796,0.016793435998181932,0.021734766705326078,0.07146376514471847,-2.089314418995153
0.25,FAP+ Fibroblast,285193,23780,0.05122471883488537,0.08338213069745751,0.05682087377586564,-0.14958085378156072
0.25,FAP+ Tumor,81327,8666,0.018667511077507006,0.1065574778363889,0.01620331214850934,0.20424082822577092
0.25,FDCs,239,0,0.0,0.0,4.761753911362441e-05,-15.539235740479857
0.25,GZMB+ CD8+ T,20733,1812,0.003903246027283948,0.08739690348719432,0.004130771708965586,-0.08173690930927442
0.25,GZMB+ PD1+ CD8+ T,19108,1604,0.0034551912956751946,0.08394389784383505,0.0038070122903060056,-0.13989360159986997
0.25,GZMB+ TCF1/7+ CD8+ T,3272,97,0.0002089486007983129,0.029645476772616138,0.0006519020417563978,-1.641502404449698
0.25,GZMB+ TCF1/7+ PD1+ CD8+ T,461,0,0.0,0.0,9.18480566166563e-05,-16.48697728301497
0.25,LDHA+ SOX10/S100+ Tumor,588,1,2.1541092865805452e-06,0.0017006802721088435,0.0001171511004134358,-5.764477979309345
0.25,LDHA+ Tumor,130107,14209,0.03060773885302297,0.10921011167731175,0.025922071805256616,0.23971543184969007
0.25,MHCI+ PDL1+ Tumor,55674,4319,0.009303598008741375,0.07757660667456982,0.011092296538125213,-0.25369739848925854
0.25,MHCI+ Tumor,221889,21130,0.045516329225446926,0.09522779407721879,0.04420840224428037,0.04206361761940572
0.25,MelanA+ Tumor,202618,19860,0.04278061043148963,0.09801695801952442,0.04036891439382574,0.08371227608609429
0.25,NK,29423,2715,0.00584840671306618,0.09227475104510077,0.005862137461674357,-0.003383154245233461
0.25,Nerve,7899,690,0.0014863354077405764,0.08735282947208507,0.0015737696295335534,-0.08246460634616419
0.25,Neutrophil,82914,4124,0.00888354669785817,0.04973828304025858,0.016519500577686422,-0.8949623131277213
0.25,PD1+ CD8+ T,16884,1544,0.003325944738480362,0.09144752428334518,0.0033639101690143705,-0.016374976964454037
0.25,PD1+ TCF1/7+ CD8+ T,2024,7,1.5078765006063817e-05,0.003458498023715415,0.00040325480822584023,-4.741009461333492
0.25,PDL1+ CD56+ Tumor,13640,1534,0.0033044036456145566,0.1124633431085044,0.0027175867510871843,0.2820637441451245
0.25,PDPN+ Stromal,82846,3942,0.00849149880770051,0.047582261062694635,0.01650595249124405,-0.9588951835960069
0.25,PTEN+ Tumor,196025,18486,0.039820864271727964,0.09430429792118353,0.03905534771861182,0.028004427612857475
0.25,SOX10/S100+ Tumor,220288,28177,0.060696337367980024,0.1279098271353864,0.04388942450318868,0.46773609958552764
0.25,Smooth Muscle,103748,6227,0.013413638527537056,0.06002043412885068,0.020670395179750233,-0.6238653031736117
