threshold_low,threshold_high,jaccard_border_cells,pearson_enrichment,spearman_enrichment
0.01,0.1,0.5127366910768558,0.9307834639435356,0.9759109311740892
0.1,0.25,0.4894622472315269,0.9996534932760287,0.9927125506072876
0.25,0.4,0.3556606760887407,0.9957740198643101,0.9427125506072874
0.4,0.49,0.06393390992562444,0.8125193913196094,0.9087044534412956
