threshold,n_border,frac_border,mean_positive,n_regions_with_border,centroid_x,centroid_y,spread_x,spread_y
0.01,1050271,0.4181011798557485,1.6386149374084893,64,4693.049809049284,4727.554775862611,2526.960808428073,2522.3406270400824
0.1,569686,0.22678564746365648,1.2632278955191916,64,4676.008120262742,4753.3373226654685,2516.1800163046564,2517.7464109405096
0.25,279554,0.11128733177760208,1.113726024103484,64,4703.419446690085,4739.218233328802,2518.48496972356,2517.450322241981
0.4,80026,0.031857458712214404,1.028159213249034,64,4718.676430160198,4671.881888386274,2522.171233482365,2527.535118473767
0.49,3800,0.0015127376490942283,0.9846723848149802,64,4809.820789473684,4510.379210526316,2570.0399636948937,2566.7012457400624
