threshold_low,threshold_high,jaccard_border_cells,pearson_enrichment,spearman_enrichment
0.01,0.1,0.5424180997095035,0.9950650695626209,0.9861538461538462
0.1,0.25,0.4907159382537047,0.9963978956808397,0.9815384615384616
0.25,0.4,0.28626311911115565,0.9813791333367835,0.9761538461538463
0.4,0.49,0.04748456751555744,0.6133804272133143,0.5330769230769231
