threshold_low,threshold_high,jaccard_border_cells,pearson_enrichment,spearman_enrichment
0.01,0.1,0.5504469207013232,0.9928998668540879,0.9861538461538462
0.1,0.25,0.48293495005714854,0.9961763643675956,0.9900000000000001
0.25,0.4,0.2665541618217553,0.9881480999039697,0.93
0.4,0.49,0.04323656578134651,0.6728998034833883,0.7107692307692308
