threshold_low,threshold_high,jaccard_border_cells,pearson_enrichment,spearman_enrichment
0.01,0.1,0.5035846375505637,0.9991545224889938,0.9992307692307693
0.1,0.25,0.5257077686177927,0.999170377445076,0.9969230769230769
0.25,0.4,0.35500280531138956,0.8906743699283901,0.9953846153846154
0.4,0.49,0.11073648719839849,0.8156982308526975,0.9830769230769232
