threshold,n_border,frac_border,mean_positive,n_regions_with_border,centroid_x,centroid_y,spread_x,spread_y
0.01,403946,0.16080640063184662,1.164100983996032,64,4736.893881855495,4653.229538106579,2541.279361364053,2481.9816618387545
0.1,203421,0.08097963297799922,1.0811938047820027,64,4737.902542018769,4655.756180532,2536.9768698887447,2480.0118856697172
0.25,106940,0.04257162215635179,1.042590332332538,64,4739.520647091827,4652.052122685618,2530.3435708511406,2477.062296177864
0.4,37964,0.01511304529216139,1.0150967236491053,64,4722.813323148246,4650.205273416921,2553.622781292399,2459.841385249985
0.49,4204,0.0016735655465242463,1.0015756356881882,64,4772.907706945766,4606.434823977164,2540.1589524774163,2495.985090712565
